Date,OPEN,HIGH,LOW,PREV. CLOSE,ltp,close,vwap,52W H,52W L,VOLUME,VALUE
3/9/2023,439.1,442.05,431.3,439.3,432.45,432.2,435.16,494.4,366.2,5696737,"2,479,000,288.75"
3/8/2023,439,441.25,436.1,440.1,439.2,439.3,438.57,494.4,366.2,7850052,"3,442,758,562.70"
3/6/2023,430.95,441.45,430,428,440.5,440.1,437.38,494.4,366.2,11307064,"4,945,464,572.30"
3/3/2023,422.6,430.5,421.95,420.45,427.85,428,426.38,494.4,366.2,8027522,"3,422,737,474.30"
3/2/2023,426,426.25,419.55,426,420.8,420.45,422.29,494.4,366.2,5661103,"2,390,619,755.30"
3/1/2023,421.5,428,421.5,420.7,426.1,426,425.74,494.4,366.2,7595114,"3,233,560,212.05"
2/28/2023,419,424.8,419,417.95,420.65,420.7,421.85,494.4,366.2,9652088,"4,071,686,157.50"
2/27/2023,427.75,428.05,413.05,427.75,418.55,417.95,418.13,494.4,366.2,10438928,"4,364,809,298.30"
2/24/2023,435.4,436.7,427,433.2,427.4,427.75,429.41,500.4,366.2,7895024,"3,390,173,527.20"
2/23/2023,428.65,436.45,427.2,429.45,435,433.2,432.39,500.4,366.2,9278920,"4,012,130,316.60"
2/22/2023,435.3,435.85,428.25,436.5,428.8,429.45,431.2,500.4,366.2,7209130,"3,108,542,015.10"
2/21/2023,445.2,445.2,435.25,443,436.2,436.5,440.11,500.4,366.2,8957930,"3,942,499,886.25"
2/20/2023,441.8,445.3,436.25,439.9,442.15,443,441.37,500.4,366.2,9717197,"4,288,869,342.40"
2/17/2023,436,442.45,436,441.6,439.6,439.9,440.3,511.5,366.2,6955445,"3,062,455,950.25"
2/16/2023,445,448.25,440.5,444.15,440.85,441.6,443.43,511.5,366.2,7670688,"3,401,448,898.50"
2/15/2023,438.5,444.9,438.15,440.55,443.65,444.15,441.35,511.5,366.2,9857016,"4,350,353,618.35"
2/14/2023,442,444.3,434.4,441.05,440.8,440.55,439.74,511.5,366.2,8565559,"3,766,584,785.50"
2/13/2023,445.5,446.9,438.9,445.85,441,441.05,441.95,511.5,366.2,8333767,"3,683,146,606.05"
2/10/2023,437.95,447.8,431.2,436.75,444.4,445.85,440.73,511.5,366.2,14798390,"6,522,076,821.95"
2/9/2023,440,440.7,433.55,440.1,436.8,436.75,436.02,511.5,366.2,7349418,"3,204,465,989.70"
2/8/2023,435.45,441,431.55,435.45,440.05,440.1,437.21,511.5,366.2,8668267,"3,789,895,025.35"
2/7/2023,441.7,443.4,432.9,442,435.3,435.45,436.64,511.5,366.2,9023645,"3,940,063,886.30"
2/6/2023,444.45,447,439.55,445.45,441.7,442,442.71,511.5,366.2,6795084,"3,008,254,384.10"
2/3/2023,447,450.8,442.35,444.8,444.75,445.45,445.83,520,366.2,13067403,"5,825,882,651.35"
2/2/2023,446.75,449.2,440.7,446.65,444.4,444.8,444.35,520,366.2,11344554,"5,041,005,372.05"
2/1/2023,456.8,461.5,437.65,452.1,446.35,446.65,452.16,520,366.2,23798589,"10,760,685,912.05"
1/31/2023,443.7,454.8,440.9,443.65,451.5,452.1,450.19,520,366.2,25154475,"11,324,204,933.50"
1/30/2023,445.6,450,437.65,445.6,443.55,443.65,443.81,520,366.2,18316743,"8,129,180,071.90"
1/27/2023,438,453.4,435.15,419.05,445.25,445.6,444.86,520,366.2,63360467,"28,186,509,532.55"
1/25/2023,423.75,427.25,417.7,422.15,418.6,419.05,420.93,520,366.2,22975581,"9,671,023,651.60"
1/24/2023,410,424,410,408.4,422,422.15,419.81,520,366.2,30197475,"12,677,158,297.25"
1/23/2023,407,410.95,405,403.15,408,408.4,409.03,520,366.2,13113183,"5,363,652,738.90"
1/20/2023,404,412.5,401.2,400.75,402.95,403.15,406.24,528.5,366.2,23906114,"9,711,559,781.25"
1/19/2023,406.5,407.8,400.1,408.4,400.75,400.75,403.93,528.5,366.2,13126520,"5,302,207,443.40"
1/18/2023,415.9,415.95,407.45,415.3,408.8,408.4,409.94,528.5,366.2,13310316,"5,456,489,501.00"
1/17/2023,413,419.45,412.5,413,414.7,415.3,416.64,528.5,366.2,12337969,"5,140,469,409.20"
1/16/2023,413.5,414.9,407.6,411.5,412.9,413,411.4,528.5,366.2,11462140,"4,715,566,789.30"
1/13/2023,413,416.35,408,412.25,411.7,411.5,411.59,528.5,366.2,10449630,"4,300,974,443.00"
1/12/2023,420.3,420.5,410.05,418.2,412.2,412.25,414.69,528.5,366.2,12479034,"5,174,961,009.80"
1/11/2023,415.75,420,413.55,412.9,417.2,418.2,417.61,528.5,366.2,22224361,"9,281,097,362.10"
1/10/2023,400,417.75,400,389.45,412.5,412.9,411.86,528.5,366.2,54021379,"22,249,491,445.35"
1/9/2023,386.35,392.7,385,382,388.95,389.45,389.87,528.5,366.2,14693099,"5,728,445,417.50"
1/6/2023,386.1,388.4,381,386.9,382.05,382,384.04,528.5,366.2,8715469,"3,347,121,640.85"
1/5/2023,387.9,388.75,382.5,385.6,387,386.9,386.13,528.5,366.2,10443908,"4,032,691,650.75"
1/4/2023,394.8,394.8,385,393.9,385.75,385.6,387.3,528.5,366.2,16121049,"6,243,666,263.20"
1/3/2023,396,398.35,393,394.8,393.9,393.9,395.21,528.5,366.2,9431220,"3,727,287,418.50"
1/2/2023,392.5,396,391,387.95,395,394.8,394.17,528.5,366.2,10501357,"4,139,354,568.30"
12/30/2022,391,392.2,387,385.9,388,387.95,389.76,528.5,366.2,9198673,"3,585,267,095.30"
12/29/2022,389,390,383.05,391.3,386.5,385.9,385.43,528.5,366.2,15627403,"6,023,203,992.15"
12/28/2022,394,395.9,390.4,394.15,390.75,391.3,392.83,528.5,366.2,8443917,"3,317,009,457.40"
12/27/2022,390,397.45,388.5,384.8,395.1,394.15,393.86,528.5,366.2,14372461,"5,660,708,159.70"
12/26/2022,380.25,390.7,375.2,378.35,385.5,384.8,385.1,528.5,366.2,16979026,"6,538,630,886.55"
12/23/2022,390,390,377,394.45,378.5,378.35,381.94,528.5,366.2,19902886,"7,601,662,665.90"
12/22/2022,404.1,404.7,390.2,402.6,394.7,394.45,395.24,528.5,366.2,14908929,"5,892,630,005.75"
12/21/2022,412.6,414.4,401,410.5,402.15,402.6,407.27,528.5,366.2,11606059,"4,726,814,262.45"
12/20/2022,418,418,408,418,409.95,410.5,410.96,528.5,366.2,12341042,"5,071,647,700.85"
12/19/2022,421.9,422.85,415.5,421.6,418.05,418,418.14,528.5,366.2,9809103,"4,101,608,096.90"
12/16/2022,417.35,427.8,413.1,416.7,422.6,421.6,420.49,528.5,366.2,50949198,"21,423,514,687.05"
12/15/2022,418.85,422.8,415.7,417.9,416.7,416.7,419.33,528.5,366.2,7542601,"3,162,833,598.00"
12/14/2022,420.55,421.35,417.35,418.5,418.35,417.9,418.94,528.5,366.2,6314883,"2,645,561,123.20"
12/13/2022,419.95,421.5,417.25,414.15,418.5,418.5,418.97,528.5,366.2,9717894,"4,071,475,685.65"
12/12/2022,412,416.9,408,413.3,414.4,414.15,413.94,528.5,366.2,8009229,"3,315,324,830.00"
12/9/2022,419.3,420.95,409.55,417.2,413.2,413.3,414.81,528.5,366.2,9920219,"4,115,039,075.55"
12/8/2022,421,421.4,415.35,420.1,418,417.2,418.3,528.5,366.2,9539923,"3,990,528,249.30"
12/7/2022,428,428,419.1,427.1,419.9,420.1,421.61,528.5,366.2,12133315,"5,115,538,619.55"
12/6/2022,428.8,431.35,425.35,428.75,426.85,427.1,428.11,528.5,366.2,8461831,"3,622,608,721.05"
12/5/2022,435.5,437.5,427.8,435.4,429.1,428.75,430.4,528.5,366.2,12857807,"5,534,033,838.00"
12/2/2022,439,441.15,435,438.25,435.5,435.4,437.03,528.5,366.2,8352658,"3,650,349,373.60"
12/1/2022,443,443.6,436.85,439.4,438,438.25,439.68,528.5,366.2,8909310,"3,917,275,338.45"
11/30/2022,435,441,433.3,433.15,439.3,439.4,438.08,528.5,366.2,14727892,"6,451,937,620.05"
11/29/2022,432.5,437.9,429.55,433.25,432.65,433.15,433.87,528.5,366.2,8630105,"3,744,370,418.00"
11/28/2022,435,440.35,432.4,433.2,432.55,433.25,435.82,528.5,366.2,10701208,"4,663,839,319.80"
11/25/2022,425,435.15,424,423.4,434.45,433.2,430.81,528.5,366.2,18764073,"8,083,692,097.40"
11/24/2022,424.5,425.25,420.7,424.05,423.9,423.4,422.83,528.5,366.2,6768613,"2,861,940,712.20"
11/23/2022,426.85,429.3,422.85,424.7,423.95,424.05,426.79,528.5,366.2,6568241,"2,803,270,110.65"
11/22/2022,421,426.4,420.5,421.1,424.5,424.7,423.77,528.5,366.2,6407614,"2,715,385,156.60"
11/21/2022,425.6,427.6,420,423.8,420.3,421.1,422.76,528.5,366.2,9497812,"4,015,252,994.35"
11/18/2022,424,426.45,421.15,423.15,424,423.8,423.98,536.7,366.2,9851962,"4,177,071,481.85"
11/17/2022,422,427.55,419.6,431.55,422.9,423.15,423.35,536.7,366.2,15621809,"6,613,436,881.35"
11/16/2022,436.95,438.2,429.6,437.15,431,431.55,433.56,536.7,366.2,8206169,"3,557,829,752.10"
11/15/2022,434.9,438.5,434.1,433.7,436.35,437.15,437.01,536.7,366.2,10696024,"4,674,253,814.35"
11/14/2022,424,437.7,423.5,423.5,433.5,433.7,433.93,536.7,366.2,17996083,"7,809,003,764.25"
11/11/2022,420,425.5,414.7,412.2,423,423.5,420.82,536.7,366.2,19296401,"8,120,215,752.15"
11/10/2022,420.5,420.55,409.2,433.15,413.2,412.2,413.57,536.7,366.2,26251660,"10,856,986,374.85"
11/9/2022,439.2,441.2,432,435,433.1,433.15,436.28,536.7,366.2,14471443,"6,313,575,496.40"
11/7/2022,428.25,437.5,428.25,425.35,435,435,432.99,536.7,366.2,15058076,"6,520,025,232.95"
11/4/2022,418.2,426,416.9,416.25,424.9,425.35,422.73,536.7,366.2,12277023,"5,189,908,108.45"
11/3/2022,419.4,423.3,414.5,422.15,416.3,416.25,417.83,536.7,366.2,10987519,"4,590,942,130.10"
11/2/2022,423.05,425.1,420.15,421.35,422.6,422.15,422.26,536.7,366.2,12433578,"5,250,237,518.95"
11/1/2022,414.9,422.4,412.8,412.75,421,421.35,417.98,536.7,366.2,17324893,"7,241,535,370.85"
10/31/2022,414.35,416.3,411.6,409.9,412.15,412.75,413.11,536.7,366.2,9928218,"4,101,431,170.45"
10/28/2022,408,411.2,406.1,407.7,410.2,409.9,408.99,536.7,366.2,12488938,"5,107,791,578.55"
10/27/2022,408.55,411.7,404,404.55,408,407.7,408.11,536.7,366.2,14614841,"5,964,501,519.15"
10/25/2022,404.35,410.5,403.2,401.6,404.2,404.55,407.01,536.7,366.2,17979661,"7,317,816,836.80"
10/24/2022,406,406,400.15,398.05,402.3,401.6,402.04,536.7,366.2,2871205,"1,154,337,705.80"
10/21/2022,397,402.25,394.7,398.1,398.2,398.05,399.01,536.7,366.2,10279618,"4,101,687,458.65"
10/20/2022,397,399.9,393.1,399.05,397.9,398.1,396.74,536.7,366.2,10747183,"4,263,836,335.25"
10/19/2022,406.2,406.95,397.3,404.25,398.65,399.05,402.39,536.7,366.2,8648435,"3,480,082,846.90"
10/18/2022,401,406.7,400.7,396.1,404.55,404.25,403.83,536.7,366.2,14215544,"5,740,613,453.25"
10/17/2022,394,398.9,392.5,396.25,397,396.1,395.78,536.7,366.2,9543556,"3,777,115,166.75"
10/14/2022,407,409.2,395.3,399,396.25,396.25,401.55,536.7,366.2,12875470,"5,170,199,321.75"
10/13/2022,396.55,403.5,394.55,396.55,399,399,398.2,536.7,366.2,12584114,"5,011,016,732.50"
10/12/2022,394.55,398.2,391.1,393.35,396.75,396.55,394.96,536.7,366.2,14287344,"5,642,949,988.45"
10/11/2022,397,399.5,391.3,395.95,391.75,393.35,396.08,536.7,366.2,14641301,"5,799,093,652.85"
10/10/2022,403.4,403.4,393.05,412.15,396.55,395.95,396.05,536.7,366.2,32914630,"13,035,876,368.35"
10/7/2022,413.4,414,408.7,414.1,413,412.15,411.67,536.7,335,10670854,"4,392,889,228.65"
10/6/2022,409.6,417.65,409.5,407.9,413.4,414.1,414.77,536.7,335,12771199,"5,297,081,398.40"
10/4/2022,406,408.95,402.9,397.65,407.9,407.9,406.5,536.7,335,12761425,"5,187,541,978.50"
10/3/2022,405.5,406.55,395.5,404.6,397.5,397.65,400.54,536.7,335,20332430,"8,143,977,471.50"
9/30/2022,398,408.25,392.5,402.25,405.3,404.6,400.05,536.7,323.15,20951277,"8,381,565,821.95"
9/29/2022,411,413.25,399.6,399.1,404,402.25,405.29,536.7,323.15,20725995,"8,400,020,713.70"
9/28/2022,394.9,406.6,392.85,398.8,397.5,399.1,401.43,536.7,323.15,18114880,"7,271,865,303.55"
9/27/2022,403.9,404,390.35,397.5,399.6,398.8,397.44,536.7,323.15,21932747,"8,717,035,642.20"
9/26/2022,416,417.9,393.15,423.1,398,397.5,400.45,536.7,323.15,33230938,"13,307,209,237.00"
9/23/2022,431.9,431.9,420.55,432.2,423.5,423.1,424.53,536.7,293.1,13441609,"5,706,338,198.45"
9/22/2022,425,434.6,422.55,427.65,432.05,432.2,428.8,536.7,293.1,13600786,"5,831,992,494.25"
9/21/2022,433.95,436,425.5,434.25,428,427.65,430.13,536.7,293.1,10831068,"4,658,747,968.45"
9/20/2022,430.6,443.35,430.6,425.45,434.8,434.25,438.12,536.7,293.1,17557661,"7,692,279,347.25"
9/19/2022,431.5,431.6,424.05,432.5,425.5,425.45,427.53,536.7,293.1,15236142,"6,513,911,271.90"
9/16/2022,446,446.4,429.1,447.25,433,432.5,436.04,536.7,293.1,20992324,"9,153,452,431.55"
9/15/2022,452.4,455.85,446.05,450.2,448.25,447.25,449.43,536.7,293.1,10356713,"4,654,644,381.90"
9/14/2022,447.6,454.7,447,456.8,450.8,450.2,451.13,536.7,293.1,10360461,"4,673,900,003.60"
9/13/2022,454.3,458.95,453.55,451,456.9,456.8,456,536.7,293.1,10661280,"4,861,512,938.25"
9/12/2022,447.7,453,447,445.9,450.9,451,450.24,536.7,293.1,8962633,"4,035,300,959.65"
9/9/2022,447.5,449.65,440.6,442.2,446.5,445.9,444.86,536.7,290.9,14294289,"6,358,983,627.70"
9/8/2022,452.45,452.55,440,445.85,442.35,442.2,444.73,536.7,290.9,19336014,"8,599,378,661.95"
9/7/2022,453.2,456.5,443.65,457.75,446.2,445.85,448.25,536.7,290.9,20764508,"9,307,649,677.75"
9/6/2022,462.7,463.7,456.6,459,457.95,457.75,459.38,536.7,290.9,9805875,"4,504,648,001.80"
9/5/2022,459.75,463.95,457,461.75,460.1,459,460.37,536.7,290.9,9378108,"4,317,406,706.90"
9/2/2022,470.85,471.8,460.15,466.9,461.35,461.75,465.22,536.7,286.1,10806707,"5,027,461,125.45"
9/1/2022,462.5,474.4,462.15,471.1,466.9,466.9,468.63,536.7,286.1,13385159,"6,272,627,719.90"
8/30/2022,458.65,472.4,457.1,453.35,470.4,471.1,466.89,536.7,286.1,14421066,"6,733,015,047.25"
8/29/2022,451,456.9,450.15,465.05,454.15,453.35,453.65,536.7,286.1,11647725,"5,283,983,489.05"
8/26/2022,465,470.45,463.95,459.2,464.45,465.05,466.97,536.7,268.45,11252560,"5,254,569,001.65"
8/25/2022,466,468.8,457.4,463.2,459.65,459.2,463.92,536.7,268.45,11255809,"5,221,831,280.20"
8/24/2022,459,464.9,457.7,460.45,463,463.2,461.54,536.7,268.45,12214113,"5,637,357,620.45"
8/23/2022,449,462.1,447.6,454.6,461.2,460.45,455.03,536.7,268.45,17779238,"8,090,109,755.70"
8/22/2022,468.5,468.95,452.55,471,453.55,454.6,460.44,536.7,268.45,15050653,"6,929,995,709.85"
8/19/2022,486.75,488.1,468.1,484.8,471,471,476.1,536.7,268.45,16636593,"7,920,676,699.05"
8/18/2022,484,486.8,479.25,485.4,484.9,484.8,483.56,536.7,268.45,12070974,"5,837,075,699.20"
8/17/2022,490.9,494.4,484.2,489.85,484.65,485.4,489.16,536.7,268.45,15948755,"7,801,492,590.90"
8/16/2022,479.6,491.4,478.2,477.55,490.5,489.85,484.77,536.7,268.45,16796376,"8,142,311,048.25"
8/12/2022,475.75,481.45,470,476.65,476.7,477.55,477.41,536.7,268.45,13482890,"6,436,887,448.75"
8/11/2022,482.55,485,475.6,475.55,475.75,476.65,479.65,536.7,268.45,12777503,"6,128,728,397.65"
8/10/2022,470,477.2,463.35,468.25,475.9,475.55,470.12,536.7,268.45,13360759,"6,281,198,084.50"
8/8/2022,466,471.9,464.45,465.25,468,468.25,468.27,536.7,268.45,10561754,"4,945,716,455.45"
8/5/2022,468.9,472.9,464,468.9,464.7,465.25,468.48,536.7,268.45,11917799,"5,583,229,115.80"
8/4/2022,473.15,473.95,456.45,467.8,466.7,468.9,465.82,536.7,268.45,18540405,"8,636,444,624.95"
8/3/2022,475,476.25,459.6,476.25,467.05,467.8,466.29,536.7,268.45,19125906,"8,918,153,301.30"
8/2/2022,478.9,479.9,469.25,479.2,474.95,476.25,475.15,536.7,268.45,19065689,"9,059,144,445.55"
8/1/2022,451.95,481,451.05,449.6,480.05,479.2,469.99,536.7,268.45,43084536,"20,249,120,487.80"
7/29/2022,445.15,452.7,445.15,442.25,449.25,449.6,449.23,536.7,268.45,16004096,"7,189,530,425.20"
7/28/2022,440.25,449.25,427.4,444.05,442.55,442.25,439.27,536.7,268.45,36380444,"15,980,776,527.90"
7/27/2022,441.15,445,436.1,441.15,443.75,444.05,442.15,536.7,268.45,10081023,"4,457,325,201.15"
7/26/2022,448.7,448.7,439.75,449.55,440.7,441.15,442.95,536.7,268.45,11563528,"5,122,115,641.75"
7/25/2022,456,457.6,446.3,454.9,449.35,449.55,451.38,536.7,268.45,12505062,"5,644,509,435.40"
7/22/2022,456.6,459.95,452.3,454.85,454.25,454.9,455.86,536.7,268.45,10340910,"4,714,001,688.60"
7/21/2022,452.95,455.5,450.1,453.45,454,454.85,453.61,536.7,268.45,10931800,"4,958,795,042.00"
7/20/2022,454.35,460.75,451.75,449.05,452.75,453.45,456.93,536.7,268.45,17154184,"7,838,259,628.55"
7/19/2022,446.75,451.85,444.45,450.9,448.65,449.05,448.47,536.7,268.45,11553440,"5,181,360,424.70"
7/18/2022,443.95,453.8,443.2,440.2,450.5,450.9,449.21,536.7,268.45,21185764,"9,516,800,250.10"
7/15/2022,430.65,441.75,429.7,428.05,438.8,440.2,435.74,536.7,268.45,15774084,"6,873,408,749.85"
7/14/2022,428,431.25,423.3,427.1,428,428.05,427.46,536.7,268.45,10744547,"4,592,850,403.05"
7/13/2022,432.7,435.85,425.65,430.55,427.9,427.1,429.9,536.7,268.45,10181698,"4,377,089,483.35"
7/12/2022,433,435,428.15,437.05,428.35,430.55,432.15,536.7,268.45,9518822,"4,113,572,430.90"
7/11/2022,438.05,441.2,433.45,441.55,435.8,437.05,437.22,536.7,268.45,12621150,"5,518,219,647.65"
7/8/2022,436.25,443.85,429.3,430.85,440.5,441.55,437.5,536.7,268.45,23730027,"10,381,822,008.35"
7/7/2022,419.9,432.95,419.3,416.35,431.75,430.85,425.08,536.7,268.45,17616800,"7,488,533,814.20"
7/6/2022,414,417.3,410.65,412,417.1,416.35,414.33,536.7,268.45,12196920,"5,053,571,432.90"
7/5/2022,415,418.8,410.2,408.45,412.35,412,415.27,536.7,268.45,16771012,"6,964,415,187.65"
7/4/2022,411.55,414.9,405,412.7,407.6,408.45,408.48,536.7,268.45,11525133,"4,707,772,092.40"
7/1/2022,410.65,414.6,402.3,411.8,413.7,412.7,407.31,536.7,268.45,14725989,"5,998,037,365.50"
6/30/2022,418.3,424,410,416.95,411,411.8,416.96,536.7,268.45,20121916,"8,389,957,278.55"
6/29/2022,412.05,419.9,411.55,417.1,416,416.95,417.25,536.7,268.45,13104313,"5,467,812,648.20"
6/28/2022,411.3,418.2,409.15,414.5,417.7,417.1,415,536.7,268.45,13238339,"5,493,950,694.35"
6/27/2022,417.55,419.45,412.35,409.3,413,414.5,415.85,536.7,268.45,12018949,"4,998,036,071.55"
6/24/2022,410,412.85,406.15,407.2,408.75,409.3,409.69,536.7,268.45,14806456,"6,066,054,580.25"
6/23/2022,396.3,409.9,394.55,393.1,407.15,407.2,403.6,536.7,268.45,26514004,"10,701,049,288.70"
